text	label
"Well, the rest of the people in the military have to take ""special classes to be around them. You libs complain about defence spending yet they cost over 4 million a year. Why? If they are just regular people why do they cost more?"	1
Hmm i wonder, please were is this rubbish happening now is it in Islamic country or western country.... May the creator save us	1
I'm not going to accept the disparagement of the soldiers who VOLUNTEER to serve. If your worried about what's in anyone's pants you're putting your team at risk. So are you such a clutch soldier that you have time to ponder the sexuality of your BB? If so your CO needs to know and give you more duties. Your opinion is moot, you're a subordinate soldier running your neck. That's a problem.	0
Christianity is one of the most bigoted, opressive and down right evil religions there is. Keep your fairy tales.	1
Except the leaders mentioned in the article, right?	0
This is what the muslims believe. ‘If a man has sexual relations with a man as one does with a woman, both of them have done what is detestable. They are to be put to death; their blood will be on their own heads.	1
Listening to some lawmakers comment on the issue, I got the impression this is about money, not morality. Specifically any extra medical/psych expenses for trans in the military. Unless the money is just a coverup of the true motives. You never know with the U.S. government.	0
God created man and woman, man and woman created law, law is what will protect them then let law be it.	1
dafaq?	0
Except Muslims	0
Transgender are not mentally ill.. yikes if that is truly what people think	0
and then say but	0
Condolences to you and your sad narrowminded existence! I seriously mean that by the way. How small your life must be, to be so hateful. It constantly amazes me how so many people from religious backgrounds (religion supposedly is born from love right?) are so judgemental, Shame for you. Crikey I read posts like this and I realise I am sooooo lucky not to be so smallminded.	1
❤💛💚💙💜	0
Disgusting	1
Faggots need love too.	1
(Sarcasm)	0
Don't be so narrow minded, let them be!	0
Who's god..? muslim-siek-christian-hindu ect ect ect ....god no such thing 😂😂😂	0
Not Good.	0
plis stop being racist	0
give it a rest	0
hate to burst your Christian pride, but not everyone in this country believes in God.	0
You are wrong. And naive.	1
People with terrible spelling and grammar shouldn't be on Facebook either.	0
God does not lo ve sin. Time to turn to Jesús befoe is toó late	1
Hear hear	0
Peace love no hate ...😁😁😁👍👍👍👍👍	0
Paul, I don't think anyone is having more fun than you right now. Anywhere.	0
I can't say there's a definitive reason as to why there are such problems amongst transgenders and neither can you since there is no conclusive evidence, only hypothesis and theory but there is a big belief in psychologists that it's not due to their treatment in society but more due to the feeling of gender dysphoria not being treated as a problem but being celebrated so they never get the therapy they need but instead just go through with gender altering operations before analysing properly their mental health before hand which only worsens the problem. The truth is we don't know why there are such problems within the transgender community but we can't risk the security of a country because of these problems until we conduct more research and find the real reasons, only then should we allow them to serve the military, when we know more	1
Much love 😚💜💛💚💟❤💔💙💋	0
Gays and trans arent the same thing	0
Doesn't sound very ORTHODOX to me... Just sayin.	0
give your hallucination a rest.	1
I know, I don't have to like something, tolerance means just that, when did people start think that tolerance meant liking, I tolerate pissheads on the bus, I don't like it, I tolerate transgender and will always fight for their rights, but I think it's weird and I don't get it!	1
Fu*king bastards. Stop mention God! Stupids! Stooooop! I'm amazed how Jesus Christ could die for these sins? Stoooooop all of fu*king you! Don't cover your sin with God's love! For He is love but He is also FAIR. And He said let woman be woman and man be man. And He said I'll punish. And His word is in the Bible shits. Go and read. Or do your sin without mentioning about Lord.	1
Transgendered people are not gay.b	0
*shrug* the decision to allow openly transgender poisons persons to serve was taken with the support of the Pentagon. There are thousands of transgender persons in active service now and I expect many or most of them were happy with the Obama-era policy change. Politicians and career military officers have also gone on the record supporting the military's first steps into the modern world. So even a cursory analysis shows that your claim that allowing openly transgender persons to serve in the military is only applauded by those who haven't themselves served... is flat out wrong. Do you enjoy being so completely wrong?	0
